idstd,id,wmedian,wweak,finance_status,k162a,k162b,k17,k20a1,k6,k82a,k82b,k9,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k32,a2,a3a,a3c,a6a,a6c,b4,b4a,b5,b6b,b7a,b8,d1a2_v4,d2,d3b,d3c,d8,h1,h5,h8,h9,n3,b1,b2a,b2b,b2c,d1a3,e1,e312,l4a1,l4a2,l4b
1629351,2651,1.7817818,3.235125,discouraged,2,2,6.0,,1,2,2,,,,,,,,,,,1,2,2,2,170,2,,1993,1993,2,1,3100,280000000.0,5,0,2014.0,1,1,1,700000.0,210000000.0,3,100,0,0,90,2,3.0,50,40,30
1629352,2678,5.971265,14.54295,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,4,4,2,1,5,2,,2008,2008,2,2,4290,7500000.0,0,0,,2,2,2,,10000000.0,3,100,0,0,100,1,3.0,25,25,0
1629353,2711,2.3797135,4.008844,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,15,2,,2016,2016,2,2,2100,5000000.0,0,0,,1,2,1,150000.0,6000000.0,4,100,0,0,100,2,3.0,4,2,4
1629354,2716,1.7296375,3.7008953,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,12,2,,2020,2020,2,2,4663,34500000.0,0,0,,2,2,2,,30000000.0,3,100,0,0,100,2,3.0,2,10,8
1629355,2780,1.1599877,1.6717311,approved_partial,1,1,,2.0,1,2,2,,,,,,,,,,20.0,3,3,2,2,5,2,,2015,2015,2,2,2023,1800000.0,0,0,,1,2,1,700000.0,2800000.0,3,100,0,0,80,2,3.0,1,1,0
1629356,2794,6.067827,9.331877,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,8,2,,2019,2023,2,2,5229,61900000.0,0,0,,2,2,2,,42300000.0,1,100,0,0,82,2,2.0,8,22,30
1629357,2800,1.1599877,1.6717311,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,3,3,2,2,15,2,,2014,2014,2,2,2740,7000000.0,0,0,,2,2,1,280000.0,3500000.0,3,100,0,0,90,2,3.0,6,3,2
1629358,2812,2.5868266,5.8177285,discouraged,2,2,6.0,,1,2,2,,,,,,,,,,,1,1,1,3,8,2,,2021,2021,2,2,4923,2000000.0,0,0,,2,2,2,,1000000.0,4,100,0,0,100,2,3.0,2,4,2
1629359,2817,5.971265,14.54295,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,6,2,,2018,2019,2,2,4923,10000000.0,0,0,,1,1,2,,1500000.0,3,100,0,0,60,2,3.0,3,1,2
1629360,2821,32.978874,44.096756,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,3,3,2,1,5,2,,2017,2017,2,2,4789,3000000.0,0,0,,2,2,2,,6000000.0,3,100,0,0,100,1,3.0,7,5,9
1629361,2824,1.546778,3.5301352,discouraged,2,2,2.0,,1,1,1,1.0,450000.0,1.0,1.0,1.0,1.0,1.0,1.0,120000.0,,4,4,2,2,9,2,,2015,2012,2,2,2512,1700000.0,0,0,,1,2,1,100000.0,1200000.0,3,100,0,0,70,2,3.0,1,1,0
1629362,2847,1.6899508,2.801251,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,2,8,2,,2014,2014,2,2,4290,5500000.0,0,0,,2,2,2,,1200000.0,4,100,0,0,22,2,3.0,6,2,0
1629363,2869,1.0,4.8455725,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,4,3,2,1,8,2,,2018,2020,2,2,4663,304070916.0,0,20,2024.0,2,2,2,,86467861.0,3,100,0,0,100,1,3.0,3,7,1
1629364,2874,2.7693353,6.4454284,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,50,2,,2014,2014,2,2,5221,500000.0,0,50,2016.0,2,2,1,50000.0,-7.0,4,100,0,0,100,1,3.0,10,10,30
1629365,2883,3.2991145,5.109369,withdrawn,1,1,,4.0,1,1,1,1.0,22000.0,1.0,2.0,2.0,2.0,1.0,2.0,20000.0,,2,2,2,1,50,1,100.0,2018,2024,1,2,1393,2200000.0,0,0,,2,2,2,,2000000.0,3,100,0,0,10,1,2.0,28,2,0
1629366,2898,3.2991145,5.109369,approved_partial,2,1,,2.0,2,1,2,3.0,500000.0,1.0,1.0,2.0,2.0,2.0,2.0,600000.0,,2,2,2,1,6,2,,2024,2024,2,2,1520,3000000.0,50,0,2024.0,2,2,2,,-7.0,4,100,0,0,100,2,3.0,1,1,2
1629367,2911,1.8135495,4.7605557,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,1,1,2,25,2,,2013,2013,2,2,4210,30000000.0,0,0,,2,2,2,,7000000.0,4,100,0,0,100,2,3.0,5,10,3
1629368,2920,1.7817818,3.235125,in_process,1,2,,-6.0,1,2,2,,,,,,,,,,,1,1,1,2,70,2,,2015,2015,2,1,1010,20000000.0,0,0,,1,2,1,400000.0,5000000.0,4,100,0,0,100,2,3.0,40,80,20
1629369,2937,2.3797135,4.008844,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,1,3,2,1,7,2,,2023,2023,2,2,2100,65000000.0,20,20,2023.0,1,2,1,1230000.0,45000000.0,3,100,0,0,65,3,,70,50,40
1629371,2943,5.415388,10.492743,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,6,1,20.0,2017,2017,2,1,6920,1600000.0,0,0,,2,2,2,,600000.0,4,100,0,0,80,2,2.0,5,4,0
1629372,2966,1.6899508,2.801251,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,6,2,,2015,2015,2,2,4923,578000.0,0,60,2015.0,2,2,2,,350000.0,3,100,0,0,100,3,,2,2,2
1629373,3002,1.546778,3.5301352,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,2,8,2,,2016,2016,2,2,1410,2000000.0,0,0,,2,2,2,,2500000.0,3,0,0,0,100,1,2.0,2,3,2
1629374,3003,3.2991145,5.109369,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,1,1,1,10,2,,2024,2024,2,2,1709,1500000.0,0,0,,2,2,2,,-7.0,4,100,0,0,50,1,3.0,2,5,0
1629375,3030,2.3797135,4.008844,no_need,2,2,1.0,,1,2,1,-9.0,-8.0,2.0,,,,,,,,1,3,2,1,35,2,,2013,2013,2,2,1040,27400000.0,0,0,,2,2,2,,25000000.0,4,100,0,0,95,2,3.0,2,3,1
1629376,3039,6.067827,9.331877,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,1,1,1,15,2,,2023,2023,2,2,4100,2500000.0,0,0,,2,2,2,,2000000.0,4,100,0,0,100,2,3.0,2,4,4
1629377,3065,1.1599877,1.6717311,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,2,80,2,,2014,2014,2,2,2511,30000000.0,0,0,,1,2,2,,10000000.0,4,100,0,0,80,2,2.0,2,70,3
1629378,3072,5.415388,10.492743,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,7,2,,2011,2011,2,2,4652,70000000.0,0,0,,1,1,1,100000.0,30000000.0,4,100,0,0,100,2,3.0,4,7,2
1629379,3083,5.415388,10.492743,discouraged,2,2,6.0,,1,2,2,,,,,,,,,,,1,1,1,1,7,2,,2022,2022,2,2,4100,5000000.0,0,0,,2,2,2,,0.0,3,100,0,0,100,2,3.0,2,4,1
1629380,3084,2.3797135,4.008844,discouraged,2,2,6.0,,1,2,2,,,,,,,,,,,1,1,1,1,20,2,,2005,2010,2,2,1071,2500000.0,0,0,,2,2,2,,3000000.0,3,100,0,0,100,1,3.0,2,3,5
1629381,3089,2.3797135,4.008844,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,1,1,1,1,20,1,100.0,2015,2017,1,2,1410,2200000.0,0,0,,1,2,2,,700000.0,3,100,0,0,70,2,3.0,6,5,6
1629382,3090,1.0,1.5730151,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,2,20,2,,2003,2003,2,1,2220,24000000.0,10,10,2003.0,1,1,2,,14000000.0,3,100,0,0,100,2,2.0,4,6,4
1629383,3094,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,80,2,,2014,2014,2,2,1702,80000000.0,0,0,,1,2,2,,100000000.0,3,100,0,0,60,2,2.0,2,20,32
1629384,3099,5.415388,10.492743,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,1,1,1,12,2,,2008,2008,2,2,4100,3000000.0,0,0,,2,2,2,,-7.0,4,100,0,0,100,1,3.0,4,4,2
1629386,3107,1.0,1.2193496,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,1,1,3,20,2,,2018,2012,2,2,2022,4500000.0,0,0,,2,2,1,100000.0,5000000.0,4,100,0,0,100,2,3.0,1,2,2
1629387,3120,1.0,1.5730151,approved_partial,2,1,,2.0,1,2,1,3.0,25000.0,2.0,,,,,,,,2,2,2,2,10,1,100.0,2023,2024,1,2,1410,500000.0,0,0,,2,2,2,,-7.0,3,100,0,0,70,1,1.0,6,0,0
1629388,3127,5.971265,14.54295,approved_full,1,1,,1.0,1,1,1,3.0,1750000.0,1.0,1.0,2.0,1.0,1.0,2.0,1750000.0,1.0,4,1,1,1,5,2,,2017,2017,2,2,4100,10600000.0,0,0,,2,1,2,,0.0,3,100,0,0,100,2,3.0,2,4,0
1629389,3157,2.3797135,4.008844,approved_full,1,2,,1.0,2,1,2,1.0,145000.0,2.0,,,,,,,3.0,1,1,1,1,9,1,100.0,2022,2023,1,2,1410,80000.0,40,0,2023.0,2,2,2,,10000.0,3,100,0,0,100,1,3.0,4,3,1
1629390,3176,1.546778,3.5301352,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,3,2,2,18,2,,2015,2018,2,2,2220,10500000.0,0,0,,1,2,1,150000.0,3000000.0,4,100,0,0,100,1,3.0,4,6,2
1629391,3206,4.5739584,9.685307,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,4,4,2,1,5,1,100.0,2013,2013,1,2,1393,500000.0,0,0,,2,2,2,,1000000.0,3,100,0,0,100,1,3.0,1,2,2
1629392,3217,1.2909241,2.5241895,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,1,1,1,3,12,2,,2013,2013,2,2,2220,6500000.0,0,0,,1,1,2,,4600000.0,3,100,0,0,100,2,3.0,3,4,2
1629393,3223,7.494959,13.3507,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,5,1,10.0,2024,2023,2,2,6120,2100000.0,0,0,,2,2,2,,-7.0,4,100,0,0,70,1,3.0,3,3,4
1629394,3234,2.3797135,4.008844,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,6,2,,2002,2002,2,2,1410,3000000.0,0,0,,2,2,2,,2000000.0,4,100,0,0,100,2,3.0,6,4,2
1629395,3245,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,50,1,40.0,2007,2014,2,2,1410,27600000.0,0,0,,2,2,2,,15000000.0,4,100,0,0,30,2,3.0,8,12,15
1629397,3256,1.2909241,2.5241895,other_reason,2,2,7.0,,1,2,2,,,,,,,,,,,1,1,1,3,15,2,,2008,2008,2,2,4540,250000000.0,0,0,,1,2,1,300000.0,200000000.0,5,100,0,0,15,2,3.0,3,5,7
1629398,3257,5.971265,14.54295,approved_full,2,1,,1.0,1,2,1,3.0,5000000.0,2.0,,,,,,,,4,1,1,1,90,2,,2019,2019,2,2,4100,130000000.0,0,0,,1,1,1,3000000.0,5000000.0,4,100,0,0,100,2,3.0,6,18,0
1629399,3300,2.3797135,4.008844,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,55,2,,2013,2013,2,2,2750,48500000.0,0,0,,1,2,2,,41414000.0,3,100,0,0,100,2,3.0,25,0,0
1629401,3367,2.5868266,5.8177285,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,1,1,3,6,2,,2008,2008,2,2,4329,18000000.0,0,0,,1,1,2,,110000.0,4,100,0,0,100,2,3.0,3,2,1
1629402,3379,1.7296375,3.7008953,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,50,2,,1993,1993,2,2,4661,40000000.0,0,0,,2,1,2,,30000000.0,3,100,0,0,100,2,3.0,32,9,9
1629403,3410,5.971265,14.54295,no_need,2,2,1.0,,1,2,1,4.0,-9.0,-9.0,,,,,,,,4,4,2,1,25,2,,2012,2012,2,2,6120,19200000.0,0,0,,1,1,1,5000.0,15600000.0,3,100,0,0,100,1,3.0,4,12,4
1629404,3447,1.0,1.009351,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,3,5,2,,2013,2013,2,2,4690,18400000.0,0,100,2013.0,2,2,2,,8000000.0,4,100,0,0,100,2,3.0,2,2,1
1629405,3470,1.6899508,2.801251,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,3,3,2,2,5,2,,2000,2000,2,2,4100,1000000.0,0,0,,2,2,2,,1500000.0,3,100,0,0,100,1,3.0,2,1,2
1629406,3483,5.415388,10.492743,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,1,1,1,1,6,1,49.0,2017,2017,2,2,6910,1000000.0,0,0,,2,2,2,,400000.0,4,100,0,0,100,1,3.0,3,3,0
1629407,3495,2.3797135,4.008844,approved_full,2,1,,1.0,1,2,1,-9.0,500000.0,2.0,,,,,,,,1,4,2,1,80,2,,2018,2005,2,2,2511,230000000.0,0,0,,2,2,2,,180000000.0,3,100,0,0,100,2,3.0,5,5,30
1629408,3506,1.7296375,3.7008953,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,1,5,2,,2021,2021,2,2,4630,10500000.0,0,0,,2,2,1,1000000.0,11000000.0,4,100,0,0,100,2,3.0,2,2,0
1629409,3507,2.3797135,4.008844,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,3,2,1,40,2,,2010,2010,2,2,1071,3000000.0,0,0,,1,2,2,,2000000.0,4,100,0,0,100,1,3.0,2,2,4
1629410,3510,1.1599877,1.6717311,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,2,15,2,,2006,2006,2,2,1702,20000000.0,0,0,,2,2,2,,15000000.0,3,100,0,0,100,2,2.0,2,6,2
1629411,3516,7.494959,13.3507,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,1,50,2,,2021,2021,2,2,4100,7000000.0,15,0,2021.0,2,2,2,,1000000.0,3,100,0,0,90,2,3.0,4,6,40
1629412,3531,1.2909241,2.5241895,other_reason,2,2,7.0,,1,2,2,,,,,,,,,,,1,1,1,3,30,2,,2023,2023,2,2,1629,2800000.0,0,0,,1,1,2,,-7.0,4,100,0,0,100,1,3.0,4,2,0
1629413,3543,4.5739584,9.685307,other_reason,2,2,7.0,,2,2,2,,,,,,,,,,,4,4,2,1,9,2,,2008,2024,2,2,1393,1000000.0,0,0,,2,2,2,,1500000.0,1,100,0,0,50,2,3.0,2,2,1
1629414,3545,3.2906432,6.8719873,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,1,1,2,15,2,,2014,2014,2,2,4210,22000000.0,0,0,,1,1,1,300000.0,14000000.0,4,100,0,0,100,2,3.0,6,8,1
1629415,3549,2.5868266,5.8177285,no_need,2,2,1.0,,1,2,1,-9.0,-8.0,2.0,,,,,,,,1,1,1,3,100,2,,2007,2007,2,2,4100,4000000.0,0,0,,2,2,2,,8000000.0,3,100,0,0,70,1,3.0,8,22,0
1629416,3552,3.2991145,5.109369,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,1,22,1,100.0,2010,2022,1,2,1410,1500000.0,0,0,,2,1,2,,800000.0,3,100,0,0,100,1,3.0,2,2,0
1629417,3561,7.494959,13.3507,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,200,2,,2021,2021,2,2,6120,18000000.0,0,0,,1,1,1,100000.0,9600000.0,4,100,0,0,70,1,3.0,6,6,6
1629419,3596,3.2991145,5.109369,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,2,2,2,1,5,2,,2016,2016,2,2,1520,9000000.0,0,0,,2,2,2,,10000000.0,3,100,0,0,100,2,3.0,2,2,1
1629420,3598,2.3307273,4.3057036,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,1,25,2,,1981,2002,2,2,4620,70000000.0,0,0,,1,1,2,,40000000.0,4,100,0,0,80,1,3.0,3,3,0
1629421,3611,1.0,1.0089858,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,3,3,2,3,60,2,,2018,2022,2,1,2220,156000000.0,0,0,,1,1,1,200000.0,25000000.0,4,100,0,0,70,2,3.0,25,20,5
1629422,3617,3.2991145,5.109369,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,2,2,2,1,12,2,,1995,2022,2,2,1040,5500000.0,0,0,,2,1,2,,6500000.0,3,100,0,0,90,1,3.0,4,2,0
1629423,3618,2.7693353,6.4454284,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,1,1,1,20,2,,1990,1990,2,1,4690,365000000.0,0,0,,1,1,2,,400000000.0,4,100,0,0,100,2,3.0,30,10,5
1629424,3639,2.5868266,5.8177285,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,3,2,3,10,2,,1995,2005,2,2,5229,17500000.0,0,0,,2,2,2,,25232542.0,4,100,0,0,100,2,3.0,6,4,0
1629425,3661,3.2906432,6.8719873,discouraged,2,2,4.0,,1,2,1,4.0,-8.0,2.0,,,,,,,,1,1,2,2,6,2,,2010,2010,2,2,4290,500000.0,0,0,,2,2,1,60000.0,1300000.0,3,100,0,0,90,1,3.0,2,2,2
1629426,3665,3.2991145,5.109369,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,2,1,1,1,6,2,,2024,2024,2,2,1061,1500000.0,0,0,,2,2,2,,-7.0,3,100,0,0,100,1,3.0,2,3,1
1629428,3674,1.0,1.5730151,rejected,2,1,,3.0,2,2,2,,,,,,,,,,,2,2,2,2,12,1,20.0,2024,2024,1,1,1079,1200000.0,0,0,,2,2,2,,-7.0,4,100,0,0,100,2,2.0,2,3,1
1629429,3715,1.1599877,1.6717311,in_process,1,2,,-6.0,1,2,2,,,,,,,,,,,3,3,1,2,30,2,,2011,2011,2,1,2220,156000000.0,0,0,,1,2,1,2000000.0,85000000.0,4,100,0,0,100,2,3.0,4,12,8
1629430,3730,3.2991145,5.109369,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,1,60,2,,2010,2015,2,1,1040,400000000.0,0,80,2011.0,2,2,2,,100000000.0,3,100,0,0,90,3,,10,-9,-9
1629431,3735,7.494959,13.3507,no_need,2,2,1.0,,1,2,1,-9.0,20000000.0,2.0,,,,,,,,2,2,2,1,14,1,50.0,2015,2015,2,2,4210,50000000.0,0,0,,1,1,2,,40000000.0,4,20,70,0,80,2,3.0,5,4,3
1629432,3744,2.5868266,5.8177285,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,1,3,2,3,12,2,,2019,2019,2,2,4923,-9.0,0,0,,2,1,1,120000.0,-9.0,4,100,0,0,100,2,3.0,6,4,2
1629433,3745,5.415388,10.492743,approved_full,2,1,,1.0,1,2,1,1.0,800000.0,2.0,,,,,,,,1,1,1,1,6,1,50.0,2017,2017,2,2,4100,3500000.0,0,0,,1,2,1,500000.0,-7.0,4,100,0,0,60,2,2.0,4,2,0
1629434,3758,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,22,2,,2023,2023,2,2,2420,100000000.0,100,0,2023.0,2,2,2,,20000000.0,4,100,0,0,100,3,,6,8,4
1629435,3767,2.3797135,4.008844,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,10,2,,2017,2018,2,2,2023,35000000.0,0,0,,1,2,2,,30000000.0,3,100,0,0,100,2,3.0,2,7,1
1629436,3772,1.5489008,3.0840292,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,3,3,2,2,23,2,,2015,2015,2,2,2220,35000000.0,0,0,,1,1,2,,30000000.0,5,100,0,0,65,2,3.0,5,5,10
1629438,3777,1.6899508,2.801251,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,2,15,2,,2016,2016,2,2,4100,1800000.0,0,0,,1,2,1,300000.0,800000.0,3,100,0,0,70,2,2.0,3,7,5
1629439,3781,2.5868266,5.8177285,rejected,1,1,,3.0,1,2,2,,,,,,,,,,2.0,1,1,1,3,5,2,,2023,2023,2,2,4652,2500000.0,0,0,,1,1,1,100000.0,-7.0,3,100,0,0,100,2,3.0,2,1,0
1629440,3796,1.0,4.8455725,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,1,1,1,8,2,,2021,2021,2,2,4663,38000000.0,0,0,,2,2,2,,63500000.0,4,100,0,0,100,1,3.0,5,2,1
1629442,3821,1.0,1.0089858,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,3,500,2,,2009,2009,2,1,4630,136000000.0,0,0,,1,2,1,130000.0,100800000.0,3,100,0,0,60,2,3.0,10,30,40
1629443,3844,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,46,2,,2022,2020,2,2,1080,167500000.0,0,0,,1,1,1,200000.0,67000000.0,1,100,0,0,80,2,3.0,10,40,10
1629444,3846,4.5739584,9.685307,rejected,2,1,,3.0,2,2,1,4.0,10000.0,2.0,,,,,,,,4,4,2,1,6,2,,2024,2024,2,2,1104,300000.0,0,0,,2,2,2,,-7.0,4,100,0,0,60,1,2.0,1,1,2
1629445,3859,1.1599877,1.6717311,discouraged,2,2,6.0,,2,2,1,-9.0,-8.0,2.0,,,,,,,,3,3,2,2,45,2,,2021,2022,2,2,1040,12000000.0,0,0,,2,2,2,,3000000.0,3,100,0,0,93,2,3.0,2,1,1
1629446,3865,1.7296375,3.7008953,discouraged,2,2,4.0,,2,2,2,,,,,,,,,,,2,2,2,1,10,2,,2009,2009,2,2,1061,50000000.0,10,10,2024.0,2,2,1,200000.0,20000000.0,4,100,0,0,90,2,3.0,4,6,4
1629449,3913,3.2991145,5.109369,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,20,2,,2014,2014,2,2,2512,18000000.0,0,0,,2,2,2,,12000000.0,3,100,0,0,100,2,3.0,-9,-9,7
1629450,3918,1.8918297,4.056594,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,3,5,2,,2012,2012,2,2,4690,1000000.0,0,0,,1,1,2,,1000000.0,3,100,0,0,30,1,3.0,5,0,0
1629452,3969,5.415388,10.492743,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,25,2,,2012,2012,2,2,4290,20000000.0,0,0,,1,2,2,,15000000.0,4,100,0,0,100,2,3.0,30,15,20
1629453,3990,7.494959,13.3507,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,2,2,2,1,5,2,,2013,2013,2,2,4663,2000000.0,0,0,,2,2,2,,1000000.0,3,100,0,0,100,1,3.0,2,3,5
1629454,3992,1.7296375,3.7008953,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,5,2,,2008,2008,2,2,4630,10000000.0,0,0,,2,2,2,,8000000.0,3,100,0,0,100,2,3.0,3,2,1
1629455,3994,1.0163754,2.7457263,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,3,10,2,,2024,2024,2,2,2023,2100000.0,0,0,,2,2,2,,-7.0,4,100,0,0,100,2,3.0,2,8,0
1629456,4002,3.2906432,6.8719873,no_need,2,2,1.0,,1,2,1,-9.0,-8.0,-9.0,,,,,,,,1,1,1,2,6,2,,2011,2011,2,2,5229,5000000.0,0,0,,2,2,2,,2000000.0,4,100,0,0,70,1,3.0,7,3,0
1629457,4004,6.067827,9.331877,approved_full,2,1,,1.0,1,2,1,4.0,250000000.0,1.0,2.0,2.0,2.0,1.0,2.0,-9.0,,3,1,1,1,20,2,,2022,2022,2,2,4210,416000000.0,0,0,,2,2,1,1800000.0,213000000.0,5,100,0,0,100,1,3.0,15,10,5
1629458,4010,1.0,1.5730151,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,2,2,2,2,12,1,100.0,2020,2020,1,2,1430,880000.0,0,0,,2,2,2,,640000.0,3,100,0,0,100,2,3.0,2,2,4
1629459,4012,1.546778,3.5301352,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,3,2,2,25,2,,2018,2021,2,2,2821,18000000.0,0,0,,1,1,2,,13000000.0,4,100,0,0,70,2,3.0,1,1,6
1629460,4044,1.7296375,3.7008953,in_process,1,2,,-6.0,1,2,2,,,,,,,,,,,2,2,2,1,6,2,,2014,2014,2,2,4641,2500000.0,0,0,,2,2,2,,4200000.0,4,100,0,0,100,2,3.0,2,2,4
1629461,4045,6.067827,9.331877,discouraged,2,2,4.0,,2,2,1,4.0,700000.0,2.0,,,,,,,,3,3,2,1,12,2,,2010,2010,2,2,4210,5600000.0,0,0,,2,2,1,50000.0,4500000.0,4,100,0,0,60,1,3.0,2,1,2
1629462,4052,1.7817818,3.235125,outcome_unknown,1,2,,-9.0,1,1,2,3.0,10000000.0,1.0,1.0,2.0,2.0,1.0,2.0,24000000.0,-9.0,1,1,1,2,100,2,,2011,2011,2,1,1010,30000000.0,0,0,,1,2,1,700000.0,15000000.0,4,100,0,0,100,2,3.0,9,20,16
1629463,4106,4.5739584,9.685307,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,4,4,2,1,8,2,,2006,2014,2,2,7500,5500000.0,0,0,,2,2,1,1000000.0,4000000.0,3,100,0,0,100,2,3.0,4,2,2
1629464,4132,1.0,4.8455725,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,1,1,1,400,2,,2007,2007,2,1,4100,300000000.0,0,0,,1,2,1,7000000.0,150000000.0,4,100,0,0,50,2,3.0,200,400,200
1629465,4138,1.0,4.8455725,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,4,1,1,1,10,2,,2019,2019,2,2,4652,5000000.0,0,0,,2,2,1,75000.0,3500000.0,3,100,0,0,100,2,3.0,3,3,0
1629466,4144,3.2991145,5.109369,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,2,2,2,1,12,2,,2020,2020,2,2,1079,1800000.0,0,0,,2,2,2,,1200000.0,3,100,0,0,100,2,2.0,6,4,4
1629467,4147,6.067827,9.331877,discouraged,2,2,4.0,,2,2,2,,,,,,,,,,,3,3,2,1,66,2,,2010,2010,2,2,4390,13627000.0,0,0,,2,2,2,,3157000.0,3,100,0,0,60,1,3.0,4,9,0
1629468,4159,6.067827,9.331877,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,34,2,,2022,2020,2,2,4100,42500000.0,0,0,,1,2,1,1000000.0,26800000.0,1,100,0,0,60,2,3.0,3,28,4
1629471,4198,4.5739584,9.685307,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,17,1,100.0,2021,2023,1,2,1410,1200000.0,0,0,,1,1,1,38000.0,350000.0,3,100,0,0,80,1,3.0,4,2,2
1629473,4208,6.067827,9.331877,discouraged,2,2,6.0,,2,2,2,,,,,,,,,,,3,3,2,1,100,2,,2022,2022,2,2,4100,22500000.0,0,0,,2,2,2,,6000000.0,3,100,0,0,70,2,3.0,2,2,2
1629474,4217,2.3797135,4.008844,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,1,1,1,80,2,,2012,2012,2,2,1393,2100000.0,95,0,2013.0,2,2,2,,1800000.0,4,100,0,0,100,3,,5,3,0
