idstd,id,wmedian,wweak,finance_status,k162a,k162b,k17,k20a1,k6,k82a,k82b,k9,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k32,a2,a3a,a3c,a6a,a6c,b4,b4a,b5,b6b,b7a,b8,d1a2_v4,d2,d3b,d3c,d8,h1,h5,h8,h9,n3,b1,b2a,b2b,b2c,d1a3,e1,e312,l4a1,l4a2,l4b
1629075,3,1.0,1.0,no_need,2,2,1.0,,2,2,1,-9.0,61200000.0,1.0,1.0,1.0,2.0,1.0,2.0,100000000.0,,3,3,2,2,17,2,,2006,2006,2,1,4922,62540000.0,10,30,2013.0,2,2,2,,57645000.0,4,100,0,0,100,3,,5,7,5
1629076,5,3.6934605,5.680274,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,3,3,2,1,85,2,,2021,2021,2,2,4290,9730500.0,0,0,,1,2,1,120000.0,5686000.0,3,100,0,0,72,2,3.0,4,2,2
1629077,9,1.0,1.0,no_need,2,2,1.0,,2,2,1,1.0,2200000.0,2.0,,,,,,,,3,3,2,2,1000,2,,2016,2016,2,2,1079,32058000.0,0,0,,1,2,1,150000.0,26740000.0,1,100,0,0,51,2,2.0,20,30,10
1629078,19,7.4039474,15.461971,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,2,60,1,25.0,2002,2002,2,2,6190,56000000.0,0,0,,2,2,2,,15000000.0,4,100,0,0,100,2,3.0,3,10,47
1629079,20,6.096585,11.812615,discouraged,2,2,6.0,,1,2,2,,,,,,,,,,,1,1,1,1,10,2,,2003,2003,2,2,4290,50000000.0,0,0,,2,2,2,,30000000.0,4,100,0,0,100,1,3.0,10,8,17
1629080,22,1.0,1.2193496,discouraged,2,2,6.0,,1,2,2,,,,,,,,,,,4,4,2,3,130,2,,2007,2007,2,2,4649,35000000.0,0,0,,1,1,2,,33000000.0,4,100,0,0,100,1,3.0,70,60,0
1629081,31,1.4166073,2.3864033,other_reason,2,2,7.0,,1,2,2,,,,,,,,,,,1,1,1,1,5,2,,2000,2000,2,2,5813,670000.0,0,0,,2,2,2,,550000.0,4,100,0,0,100,2,3.0,5,0,0
1629082,34,3.7935452,6.288154,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,3,3,2,2,30,2,,2005,2005,2,2,4922,4000000.0,0,50,2005.0,2,2,2,,5000000.0,3,100,0,0,60,3,,3,2,3
1629083,53,1.187902,2.0011287,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,8,2,,2008,2008,2,2,4690,4200000.0,0,0,,2,2,2,,2000000.0,4,100,0,0,100,2,3.0,10,4,4
1629084,62,1.485636,3.145818,approved_full,2,1,,1.0,1,1,1,1.0,30000000.0,2.0,,,,,,,,4,1,1,1,45,2,,2008,2008,2,1,2220,180000000.0,0,0,,1,2,2,,177000000.0,5,100,0,0,100,2,3.0,3,10,12
1629085,66,2.8094375,4.732753,outcome_unknown,1,2,,-9.0,2,2,2,,,,,,,,,,-9.0,1,1,1,1,10,1,100.0,2006,2010,1,2,1079,2500000.0,0,0,,2,2,2,,3200000.0,3,100,0,0,100,2,3.0,3,2,1
1629086,89,3.1384618,6.0810184,no_need,2,2,1.0,,2,2,1,-9.0,-8.0,2.0,,,,,,,,1,3,2,1,75,2,,2017,2017,2,2,4290,9000000.0,0,0,,2,2,1,50000.0,10000000.0,3,100,0,0,96,1,3.0,2,3,1
1629087,91,1.0,1.4299172,approved_full,1,1,,1.0,1,2,1,2.0,2000000.0,1.0,2.0,2.0,2.0,1.0,2.0,52000000.0,10.0,4,3,2,1,150,2,,2005,2005,2,2,4210,58000000.0,0,0,,1,2,1,-9.0,57000000.0,4,100,0,0,80,2,3.0,5,10,5
1629088,94,3.2991145,5.109369,no_need,2,2,1.0,,2,1,2,3.0,2800000.0,2.0,,,,,,,,2,2,2,1,25,2,,2018,2023,2,1,1520,60000000.0,0,0,,1,1,1,250000.0,100000000.0,3,100,0,0,100,2,3.0,4,6,10
1629089,95,1.0,1.3433032,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,2,4,2,2,17,2,,1987,1990,2,2,1071,2000000.0,0,0,,2,2,2,,3000000.0,3,100,0,0,100,1,3.0,6,7,4
1629090,97,1.0,1.0,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,2,2,2,200,2,,2009,2009,2,1,2220,115000000.0,0,0,,2,2,2,,100000000.0,3,100,0,0,100,2,2.0,50,0,0
1629091,98,1.0,1.0,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,1,1,2,25,2,,2002,2002,2,2,2651,2500000.0,0,0,,2,2,2,,1500000.0,4,100,0,0,40,1,2.0,6,1,0
1629092,110,9.380887,16.710087,rejected,2,1,,3.0,1,2,1,3.0,0.0,2.0,,,,,,,,2,2,2,1,100,2,,2010,2010,2,2,4690,20000000.0,0,0,,2,2,2,,25000000.0,4,100,0,0,90,2,3.0,40,40,20
1629093,112,6.7117434,13.004535,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,5,2,,2005,2005,2,2,4100,1600000.0,0,0,,2,2,2,,5900000.0,3,100,0,0,100,1,3.0,4,1,1
1629094,127,1.0,1.0,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,2,300,2,,1992,2005,2,2,4690,10000000000.0,0,0,,2,1,2,,9000000000.0,3,100,0,0,100,2,3.0,150,186,244
1629095,133,2.318501,4.283117,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,10,2,,2014,2014,2,2,2396,80000000.0,0,0,,2,2,2,,90000000.0,3,100,0,0,100,1,2.0,4,4,0
1629096,139,7.745877,15.00825,approved_full,2,1,,1.0,1,2,1,1.0,26000000.0,2.0,,,,,,,,1,1,1,1,40,2,,2005,2005,2,2,4100,300000000.0,0,0,,2,2,1,600000.0,-7.0,3,100,0,0,100,2,3.0,10,5,10
1629097,146,4.422127,8.169282,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,9,2,,2000,2012,2,2,4652,3200000.0,0,0,,1,2,1,20000.0,2400000.0,3,100,0,0,60,1,3.0,3,5,1
1629098,166,3.2423108,5.4619665,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,1,1,1,1,25,2,,1999,1999,2,2,1079,20000000.0,0,0,,2,2,1,120000.0,15000000.0,4,100,0,0,100,2,3.0,3,7,10
1629099,172,1.1600405,7.6203885,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,1,1,2,8,2,,2004,2004,2,2,4690,45000000.0,0,0,,1,2,2,,36000000.0,4,100,0,0,100,2,3.0,8,15,2
1629100,176,1.0,1.2874908,approved_full,1,2,,1.0,2,1,2,2.0,57000000.0,1.0,1.0,2.0,2.0,2.0,2.0,171000000.0,60.0,2,3,2,2,200,2,,2004,2004,2,1,2220,230000000.0,0,0,,2,2,2,,120000000.0,3,100,0,0,30,2,3.0,10,30,60
1629101,180,1.0,1.0089858,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,3,80,2,,2021,2021,2,1,1079,300000000.0,0,0,,1,2,1,2000000.0,240000000.0,5,100,0,0,100,2,3.0,0,25,40
1629102,183,2.865227,6.13071,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,8,2,,2023,2008,2,2,4690,20000000.0,0,100,2023.0,2,2,2,,15000000.0,3,100,0,0,100,3,,5,0,0
1629103,197,1.0,1.0,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,30,2,,2016,2016,2,2,4690,2800000.0,0,0,,2,2,2,,3000000.0,3,100,0,0,100,2,3.0,10,5,15
1629104,200,1.0,1.7193897,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,2,1,1,1,52,2,,2009,2009,2,2,4210,13000000.0,0,0,,2,2,2,,7370000.0,3,100,0,0,50,1,3.0,25,20,5
1629105,227,1.7197016,4.3139143,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,3,2,2,80,2,,2019,2019,2,1,1079,165000000.0,0,5,2020.0,1,2,1,200000.0,120000000.0,5,100,0,0,70,2,3.0,4,10,26
1629106,228,1.1573018,1.6678603,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,8,2,,2004,2011,2,2,2023,2900000.0,0,0,,2,2,2,,3200000.0,3,100,0,0,100,2,3.0,4,4,0
1629107,236,1.6453216,3.4359937,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,2,10,2,,2007,2007,2,2,4100,7000000.0,0,0,,2,2,2,,2000000.0,3,100,0,0,100,1,3.0,4,5,0
1629108,240,3.2553558,6.013829,discouraged,2,2,4.0,,1,2,2,,,,,,,,,,,3,3,2,1,16,2,,2017,2018,2,1,2740,3500000.0,0,0,,1,2,1,420000.0,4500000.0,2,50,0,0,20,2,2.0,5,11,0
1629109,241,2.8911061,6.186084,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,1,1,1,16,1,50.0,2011,2011,1,2,6190,10000000.0,0,0,,2,2,2,,3200000.0,4,100,0,0,50,1,3.0,6,2,10
1629110,247,3.2423108,5.4619665,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,7,2,,2016,2016,2,2,2593,8000000.0,0,0,,2,2,2,,6000000.0,4,100,0,0,100,2,3.0,6,0,0
1629111,248,1.0,1.0,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,1,1,1,24,2,,2013,2013,2,2,1709,5000000.0,0,0,,1,2,1,100000.0,3200000.0,5,95,0,0,70,2,3.0,8,8,0
1629112,252,1.2638543,1.8214197,in_process,1,2,,-6.0,1,2,2,,,,,,,,,,,3,3,2,2,8,2,,2012,2012,2,2,2819,2500000.0,0,0,,1,2,2,,2300000.0,4,100,0,0,70,2,2.0,2,1,1
1629113,261,1.0,1.0,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,2,34,2,,2010,2010,2,1,1104,13260000.0,0,0,,1,2,2,,7000000.0,3,100,0,0,100,2,2.0,8,20,6
1629114,269,1.0,1.3670076,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,3,3,2,2,22,2,,2011,2011,2,2,2220,39328422.0,0,0,,2,2,2,,74982845.0,3,100,0,0,100,1,3.0,3,27,0
1629115,273,1.0626643,1.7738142,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,2,18,2,,2008,2008,2,2,5210,1900000.0,0,0,,2,2,2,,3500000.0,3,100,0,0,100,2,2.0,4,10,4
1629116,274,8.442195,12.983483,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,3,2,1,18,2,,2006,2006,2,2,4922,6000000.0,0,10,2007.0,2,2,2,,6000000.0,3,100,0,0,100,3,,2,5,5
1629117,292,3.3842733,6.557297,other_reason,2,2,7.0,,1,2,2,,,,,,,,,,,1,1,1,1,5,2,,2009,2009,2,2,4210,7000000.0,0,0,,2,2,2,,9000000.0,4,100,0,0,100,2,3.0,2,3,0
1629118,294,18.682999,39.561047,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,4,4,2,1,15,2,,2020,2020,2,2,2396,40000000.0,0,0,,2,2,2,,76000000.0,4,100,0,0,100,2,3.0,2,8,15
1629119,295,4.705366,8.5433855,rejected,1,2,,3.0,1,2,2,,,,,,,,,,8.0,1,1,1,2,22,2,,2013,2013,2,1,2220,43000000.0,0,0,,1,2,2,,28000000.0,3,100,0,0,100,1,3.0,6,3,3
1629120,311,12.138742,21.622627,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,12,2,,2008,2008,2,2,4921,1500000.0,0,0,,2,2,2,,1200000.0,3,100,0,0,100,2,3.0,12,0,0
1629121,319,1.2909241,2.5241895,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,1,1,1,3,15,2,,2002,2002,2,2,2651,2500000.0,0,0,,2,2,1,1000000.0,-7.0,4,100,0,0,100,2,3.0,5,5,5
1629122,322,1.0,1.0,discouraged,2,2,2.0,,1,1,2,1.0,20000000.0,2.0,,,,,,,,3,3,2,2,30,2,,2010,2010,2,1,2220,150000000.0,0,0,,1,2,2,,100000000.0,4,100,0,0,80,1,2.0,10,5,5
1629123,324,1.0,1.0,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,2,30,1,90.0,2010,2010,1,2,1410,1400000.0,0,0,,2,2,2,,2000000.0,4,100,0,0,100,1,3.0,4,4,2
1629124,325,32.978874,44.09676,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,1,25,2,,2011,2011,2,2,3100,15000000.0,0,0,,1,2,2,,8000000.0,3,100,0,0,85,2,3.0,2,8,8
1629125,327,2.480336,5.307161,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,9,2,,2004,2004,2,2,4220,10000000.0,0,0,,1,2,2,,1000000.0,4,100,0,0,100,2,3.0,2,3,2
1629126,336,1.0,1.4299172,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,3,2,1,14,2,,2016,2016,2,2,1079,3660000.0,0,0,,2,2,2,,3200000.0,4,0,0,0,100,2,3.0,3,5,5
1629127,358,1.6201572,2.9930215,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,30,2,,1996,2007,2,2,4690,105000000.0,0,0,,1,1,1,240000.0,225000000.0,3,100,0,0,25,2,2.0,6,8,16
1629128,361,1.8135495,4.7605557,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,4,3,2,2,20,2,,2006,2010,2,2,2740,30000000.0,0,0,,1,2,2,,29500000.0,3,100,0,0,80,2,1.0,5,5,5
1629129,364,2.0377362,2.9367094,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,3,3,2,2,78,2,,2003,2003,2,1,1071,21000000.0,0,0,,1,2,1,1000000.0,113000000.0,3,100,0,0,80,2,3.0,20,10,10
1629130,367,1.0,1.0,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,2,2,2,1,35,2,,2009,2009,2,2,1520,932560.0,0,0,,1,2,2,,884000.0,3,100,0,0,100,2,3.0,4,2,2
1629131,368,1.0,2.08406,approved_full,2,1,,1.0,1,2,1,-9.0,1000000.0,2.0,,,,,,,,4,3,2,2,60,2,,2009,2009,2,2,4210,25000000.0,0,0,,2,2,2,,118000000.0,3,100,0,0,100,1,3.0,8,14,38
1629132,372,1.8420676,3.2882757,approved_full,2,1,,1.0,2,2,1,1.0,3700000.0,2.0,,,,,,,,3,3,2,3,20,2,,2004,2004,2,2,4290,20061690.0,0,0,,1,2,2,,16175750.0,4,50,0,0,65,2,3.0,13,7,0
1629133,376,1.0,1.6019278,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,3,2,2,9,2,,2002,2002,2,2,4652,16000000.0,0,0,,2,2,2,,20000000.0,4,100,0,0,100,2,3.0,2,8,1
1629134,385,1.3505782,2.8598344,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,13,2,,2007,2007,2,2,4719,4500000.0,0,0,,1,1,1,50000.0,7500000.0,3,100,0,0,60,1,3.0,6,4,3
1629135,387,4.106307,6.8065863,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,3,3,2,2,10,2,,2010,2010,2,1,4210,17000000.0,0,0,,2,2,2,,8000000.0,4,100,0,0,50,1,3.0,4,2,4
1629136,393,2.1803958,4.97621,discouraged,2,2,6.0,,1,2,2,,,,,,,,,,,4,4,2,2,35,2,,2013,2013,2,1,1071,21700000.0,0,0,,1,2,1,200000.0,48000000.0,3,0,0,0,100,2,1.0,6,14,10
1629137,397,1.0,2.0707576,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,4,3,2,2,90,2,,2020,2020,2,1,1073,270000000.0,0,0,,2,2,2,,150000000.0,3,100,0,0,70,2,3.0,10,50,20
1629138,398,2.15872,3.9879432,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,7,2,,2023,2025,2,2,2220,3500000.0,0,0,,2,1,1,50000.0,100000.0,4,100,0,0,70,1,3.0,2,2,1
1629139,401,1.9895489,3.6123614,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,2,30,2,,2023,2023,2,1,2022,5000000.0,0,0,,2,2,2,,-7.0,4,100,0,0,80,2,3.0,2,0,2
1629140,404,5.9712644,14.542951,approved_full,2,1,,1.0,1,2,2,,,,,,,,,,,4,3,2,1,6,2,,2009,2009,2,2,4923,5000000.0,0,0,,2,2,2,,3000000.0,4,100,0,0,100,2,3.0,2,2,2
1629141,406,1.0,1.7179968,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,2,6,2,,1991,1991,2,2,4652,28000000.0,0,0,,1,2,2,,16000000.0,4,100,0,0,100,1,3.0,6,4,2
1629142,462,4.5739584,9.685307,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,10,2,,2017,2017,2,2,4663,28000000.0,0,0,,2,2,2,,21000000.0,4,100,0,0,100,1,3.0,7,2,1
1629143,466,5.415388,10.492743,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,2,2,1,5,2,,2013,2013,2,2,7310,600000.0,0,0,,2,2,2,,800000.0,3,100,0,0,100,1,3.0,3,1,1
1629144,469,5.415388,10.492743,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,6,2,,2012,2012,2,2,4690,2000000.0,0,0,,2,2,2,,-7.0,4,100,0,0,100,1,3.0,4,1,0
1629145,470,6.067827,9.331877,rejected,1,2,,3.0,1,2,2,,,,,,,,,,8.0,3,1,1,1,26,2,,2014,2014,2,2,4290,8000000.0,0,0,,2,2,2,,-7.0,4,100,0,0,100,1,3.0,2,2,6
1629146,480,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,100,2,,2016,2016,2,2,2220,175000000.0,0,0,,1,2,2,,174500000.0,3,100,0,0,100,2,1.0,5,5,90
1629147,487,3.2906432,6.8719873,no_need,2,2,1.0,,1,2,1,-9.0,-8.0,-9.0,,,,,,,,1,1,1,2,6,2,,2010,2010,2,2,4210,2000000.0,0,0,,2,2,1,100000.0,500000.0,3,100,0,0,80,1,3.0,4,0,0
1629148,492,5.415388,10.492743,discouraged,2,2,5.0,,1,2,2,,,,,,,,,,,1,1,1,1,8,2,,2022,2022,2,2,4641,17000000.0,0,100,2022.0,1,1,1,500000.0,28000000.0,3,100,0,0,80,3,,4,3,1
1629149,493,5.415388,10.492743,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,6,2,,2009,2009,2,2,4210,100000000.0,0,0,,2,2,2,,-7.0,4,100,0,0,100,2,3.0,14,2,2
1629150,494,1.0,4.8455725,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,5,2,,2023,2023,2,2,5229,2000000.0,0,0,,1,1,2,,-7.0,3,100,0,0,90,2,2.0,2,2,1
1629151,495,1.0,4.8455725,no_need,2,2,1.0,,1,2,1,4.0,700000.0,1.0,2.0,2.0,2.0,1.0,2.0,600000.0,,4,3,2,1,7,2,,2023,2023,2,2,4630,30000000.0,10,45,2023.0,1,1,2,,-7.0,3,100,0,0,75,2,3.0,1,1,5
1629152,503,1.0,4.8455725,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,15,2,,2020,2020,2,2,2220,14000000.0,0,0,,2,1,2,,11500000.0,3,100,0,0,100,1,3.0,3,3,0
1629153,508,1.7296375,3.7008953,no_need,2,2,1.0,,1,2,1,4.0,0.0,2.0,,,,,,,,2,2,2,1,10,2,,1982,1982,2,2,4690,4000000.0,0,0,,1,1,2,,4000000.0,3,100,0,0,100,2,2.0,3,5,2
1629154,509,1.7296375,3.7008953,no_need,2,2,1.0,,1,2,1,1.0,20000000.0,1.0,1.0,2.0,2.0,1.0,2.0,16500000.0,,2,2,2,1,10,2,,2000,2000,2,2,4530,26000000.0,0,0,,2,2,2,,20000000.0,4,100,0,0,100,2,3.0,2,4,6
1629155,512,3.2991145,5.109369,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,1,30,2,,2013,2013,2,2,1071,15000000.0,0,0,,1,2,2,,20000000.0,3,100,0,0,100,1,3.0,10,5,5
1629156,517,1.7296375,3.7008953,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,1,1,1,5,2,,1990,1990,2,2,4761,60000000.0,0,0,,2,2,2,,20000000.0,3,100,0,0,75,2,1.0,5,3,2
1629157,528,1.0,4.8455725,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,3,2,1,15,2,,2021,2021,2,2,5224,1500000.0,0,50,2022.0,2,2,2,,7500000.0,4,100,0,0,100,3,,2,2,2
1629158,534,1.1599877,1.6717311,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,3,3,2,2,5,2,,2015,2015,2,2,1079,8000000.0,0,0,,2,2,2,,10000000.0,4,100,0,0,100,1,3.0,2,4,2
1629159,549,1.0,1.5730151,approved_full,1,1,,1.0,1,1,1,1.0,500000.0,1.0,2.0,2.0,2.0,1.0,1.0,2000000.0,7.0,2,2,2,2,300,1,100.0,2017,2018,1,2,1393,3150000.0,0,0,,2,2,2,,1645000.0,3,100,0,0,90,2,3.0,90,60,40
1629160,550,1.1599877,1.6717311,approved_partial,1,2,,2.0,1,2,2,,,,,,,,,,7.0,3,3,2,2,40,2,,2014,2014,2,2,1079,18720000.0,0,0,,2,2,2,,18000000.0,4,100,0,0,100,2,3.0,0,7,6
1629161,581,1.0,4.8455725,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,7,2,,2023,2023,2,2,4669,15000000.0,0,0,,2,2,2,,19000000.0,4,100,0,0,85,1,2.0,2,3,2
1629162,624,5.971265,14.54295,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,1,1,1,10,2,,2020,2020,2,2,4100,7000000.0,0,0,,2,2,1,100000.0,-7.0,4,100,0,0,100,2,3.0,3,2,5
1629163,644,6.067827,9.331877,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,25,2,,2022,2022,2,2,4290,11500000.0,0,40,2022.0,2,2,2,,8000000.0,4,50,0,0,60,2,3.0,7,8,10
1629164,654,1.6899508,2.801251,in_process,1,1,,-6.0,1,2,2,,,,,,,,,,,3,3,2,2,110,2,,2015,2015,2,2,5510,30000000.0,0,0,,1,2,2,,30000000.0,3,100,0,0,70,2,3.0,10,80,20
1629165,660,5.415388,10.492743,discouraged,2,2,6.0,,1,2,2,,,,,,,,,,,1,4,2,1,5,2,,2016,2016,2,2,4210,13000000.0,5,5,2016.0,1,2,2,,18000000.0,3,100,0,0,20,2,3.0,5,25,18
1629166,675,1.1599877,1.6717311,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,2,150,2,,2011,2015,2,2,1061,50000000.0,0,0,,2,2,2,,40000000.0,3,100,0,0,100,1,2.0,3,10,2
1629167,676,2.7693353,6.4454284,discouraged,2,2,2.0,,1,2,1,-9.0,-9.0,-9.0,,,,,,,,1,1,1,1,60,1,100.0,2009,2018,1,2,1030,1300000.0,0,0,,2,2,2,,6000000.0,3,100,0,0,70,1,1.0,2,3,0
1629168,680,6.067827,9.331877,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,3,3,2,1,30,2,,2007,2007,2,2,4210,14069000.0,0,0,,2,2,2,,17000000.0,3,100,0,0,80,2,3.0,4,7,0
1629169,703,32.978874,44.096756,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,5,2,,2017,2013,2,2,2022,5000000.0,0,0,,1,2,1,120000.0,3000000.0,4,100,0,0,100,1,2.0,2,0,0
1629170,712,6.067827,9.331877,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,10,2,,2021,2021,2,2,4100,100000000.0,0,0,,2,2,2,,40000000.0,4,100,0,0,100,1,3.0,5,15,5
1629171,718,1.0,1.4450359,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,3,2,3,9,2,,2021,2021,2,2,4923,90000000.0,80,0,2021.0,2,2,2,,140000000.0,3,100,0,0,80,3,,3,2,1
1629172,719,3.2100306,5.3925495,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,3,150,2,,2009,2009,2,1,5229,500000.0,40,10,2012.0,1,2,1,400000.0,500000.0,4,10,50,0,50,2,3.0,1,2,2
1629173,742,3.2100306,5.3925495,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,3,5,2,,2024,2024,2,2,7990,1400000.0,0,0,,1,1,1,700000.0,-7.0,4,100,0,0,100,2,3.0,2,3,1
1629174,760,6.067827,9.331877,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,3,3,2,1,5,2,,2019,2019,2,2,4100,8000000.0,0,0,,2,2,1,10000.0,7000000.0,3,100,0,0,100,1,3.0,5,0,0
1629175,782,1.546778,3.5301352,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,4,4,2,2,10,2,,2013,2013,2,2,2029,2400000.0,0,0,,2,2,2,,3200000.0,3,100,0,0,100,1,3.0,1,1,2
1629176,787,1.0,1.5730151,withdrawn,1,1,,4.0,1,2,2,,,,,,,,,,,2,2,2,2,5,1,100.0,2021,2021,1,2,1512,300000.0,0,0,,1,2,2,,600000.0,3,100,0,0,95,2,3.0,3,2,0
1629177,801,1.1952801,2.1486533,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,3,13,2,,2019,2020,2,2,1079,30000000.0,5,0,-9.0,1,2,2,,10000000.0,3,100,0,0,90,2,3.0,2,26,4
1629179,826,5.415388,10.492743,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,120,2,,2009,2009,2,1,4100,980000000.0,0,0,,2,2,2,,2520000000.0,2,100,0,0,100,2,3.0,12,10,10
1629180,838,2.3797135,4.008844,other_reason,2,2,7.0,,1,2,2,,,,,,,,,,,1,1,1,1,25,2,,2019,2019,2,2,2100,12000000.0,0,0,,1,1,2,,8000000.0,3,100,0,0,100,2,3.0,5,5,0
1629181,843,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,7,2,,2010,2010,2,2,1079,1000000.0,0,0,,2,2,2,,800000.0,3,100,0,0,30,2,3.0,1,2,2
1629182,860,4.5739584,9.685307,approved_full,2,1,,1.0,1,2,1,4.0,20000.0,2.0,,,,,,,,4,4,2,1,10,1,50.0,2013,2013,1,2,1030,1500000.0,0,0,,1,1,1,76000.0,1200000.0,4,100,0,0,60,2,3.0,1,0,6
1629183,874,5.415388,10.492743,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,1,1,1,1,20,1,100.0,2016,2016,1,2,1410,1500000.0,0,0,,2,2,2,,-7.0,4,100,0,0,100,1,3.0,0,18,0
1629184,882,2.3797135,4.008844,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,1,4,2,1,25,2,,1995,2002,2,2,4663,13000000.0,0,0,,2,2,2,,8000000.0,4,100,0,0,100,1,3.0,22,2,1
1629185,892,3.2991145,5.109369,withdrawn,1,2,,4.0,2,2,2,,,,,,,,,,,2,2,2,1,20,1,100.0,2023,2023,1,2,1399,60000.0,0,0,,1,2,2,,-7.0,3,100,0,0,80,2,3.0,2,2,1
1629186,896,1.0,4.8455725,discouraged,2,2,4.0,,1,2,2,,,,,,,,,,,4,1,1,1,5,2,,2020,2020,2,2,4630,3000000.0,80,0,2020.0,2,2,2,,1000000.0,3,100,0,0,100,3,,4,3,1
1629188,934,1.8135495,4.7605557,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,4,4,2,2,40,2,,2021,2021,2,2,4210,9000000.0,0,0,,1,2,1,200000.0,7000000.0,4,100,0,0,90,2,3.0,10,5,25
